2.726223000000000000e+06,1.850000000000000000e+03,1.803000000000000000e+03,2.351000000000000000e+03
2.726243000000000000e+06,1.853000000000000000e+03,1.805000000000000000e+03,2.350000000000000000e+03
2.726263000000000000e+06,1.851000000000000000e+03,1.803000000000000000e+03,2.349000000000000000e+03
2.726283000000000000e+06,1.851000000000000000e+03,1.805000000000000000e+03,2.347000000000000000e+03
2.726303000000000000e+06,1.850000000000000000e+03,1.802000000000000000e+03,2.350000000000000000e+03
2.726323000000000000e+06,1.851000000000000000e+03,1.803000000000000000e+03,2.349000000000000000e+03
2.726343000000000000e+06,1.852000000000000000e+03,1.803000000000000000e+03,2.349000000000000000e+03
2.726363000000000000e+06,1.863000000000000000e+03,1.803000000000000000e+03,2.349000000000000000e+03
2.726383000000000000e+06,1.852000000000000000e+03,1.804000000000000000e+03,2.349000000000000000e+03
2.726403000000000000e+06,1.849000000000000000e+03,1.805000000000000000e+03,2.347000000000000000e+03
2.726423000000000000e+06,1.850000000000000000e+03,1.806000000000000000e+03,2.347000000000000000e+03
2.726443000000000000e+06,1.850000000000000000e+03,1.803000000000000000e+03,2.347000000000000000e+03
2.726463000000000000e+06,1.851000000000000000e+03,1.806000000000000000e+03,2.350000000000000000e+03
2.726483000000000000e+06,1.855000000000000000e+03,1.804000000000000000e+03,2.347000000000000000e+03
2.726503000000000000e+06,1.851000000000000000e+03,1.803000000000000000e+03,2.347000000000000000e+03
2.726523000000000000e+06,1.851000000000000000e+03,1.807000000000000000e+03,2.349000000000000000e+03
2.726543000000000000e+06,1.851000000000000000e+03,1.792000000000000000e+03,2.346000000000000000e+03
2.726563000000000000e+06,1.851000000000000000e+03,1.803000000000000000e+03,2.351000000000000000e+03
2.726583000000000000e+06,1.851000000000000000e+03,1.806000000000000000e+03,2.347000000000000000e+03
2.726603000000000000e+06,1.853000000000000000e+03,1.806000000000000000e+03,2.349000000000000000e+03
2.726623000000000000e+06,1.853000000000000000e+03,1.805000000000000000e+03,2.349000000000000000e+03
2.726643000000000000e+06,1.853000000000000000e+03,1.806000000000000000e+03,2.347000000000000000e+03
2.726663000000000000e+06,1.853000000000000000e+03,1.805000000000000000e+03,2.347000000000000000e+03
2.726683000000000000e+06,1.855000000000000000e+03,1.808000000000000000e+03,2.347000000000000000e+03
2.726703000000000000e+06,1.870000000000000000e+03,1.806000000000000000e+03,2.347000000000000000e+03
2.726723000000000000e+06,1.852000000000000000e+03,1.805000000000000000e+03,2.349000000000000000e+03
2.726743000000000000e+06,1.850000000000000000e+03,1.799000000000000000e+03,2.342000000000000000e+03
2.726763000000000000e+06,1.853000000000000000e+03,1.808000000000000000e+03,2.351000000000000000e+03
2.726783000000000000e+06,1.851000000000000000e+03,1.807000000000000000e+03,2.343000000000000000e+03
2.726803000000000000e+06,1.851000000000000000e+03,1.803000000000000000e+03,2.351000000000000000e+03
2.726823000000000000e+06,1.866000000000000000e+03,1.806000000000000000e+03,2.351000000000000000e+03
2.726843000000000000e+06,1.851000000000000000e+03,1.807000000000000000e+03,2.350000000000000000e+03
2.726863000000000000e+06,1.852000000000000000e+03,1.805000000000000000e+03,2.350000000000000000e+03
2.726883000000000000e+06,1.850000000000000000e+03,1.805000000000000000e+03,2.349000000000000000e+03
