1.289330000000000000e+05,1.844000000000000000e+03,1.763000000000000000e+03,2.349000000000000000e+03,2.341580000000000000e+05
1.289530000000000000e+05,1.844000000000000000e+03,1.761000000000000000e+03,2.352000000000000000e+03,2.342730000000000000e+05
1.289730000000000000e+05,1.841000000000000000e+03,1.760000000000000000e+03,2.351000000000000000e+03,2.343640000000000000e+05
1.289930000000000000e+05,1.841000000000000000e+03,1.771000000000000000e+03,2.355000000000000000e+03,2.343940000000000000e+05
1.290130000000000000e+05,1.842000000000000000e+03,1.765000000000000000e+03,2.353000000000000000e+03,2.344280000000000000e+05
1.290330000000000000e+05,1.845000000000000000e+03,1.767000000000000000e+03,2.355000000000000000e+03,2.344430000000000000e+05
1.290530000000000000e+05,1.846000000000000000e+03,1.763000000000000000e+03,2.350000000000000000e+03,2.345100000000000000e+05
1.290730000000000000e+05,1.841000000000000000e+03,1.767000000000000000e+03,2.352000000000000000e+03,2.345650000000000000e+05
1.290930000000000000e+05,1.843000000000000000e+03,1.766000000000000000e+03,2.350000000000000000e+03,2.345880000000000000e+05
1.291130000000000000e+05,1.846000000000000000e+03,1.768000000000000000e+03,2.357000000000000000e+03,2.346210000000000000e+05
1.291330000000000000e+05,1.855000000000000000e+03,1.763000000000000000e+03,2.355000000000000000e+03,2.346420000000000000e+05
1.291530000000000000e+05,1.841000000000000000e+03,1.762000000000000000e+03,2.357000000000000000e+03,2.346760000000000000e+05
1.291730000000000000e+05,1.844000000000000000e+03,1.762000000000000000e+03,2.352000000000000000e+03,2.347140000000000000e+05
1.291930000000000000e+05,1.850000000000000000e+03,1.764000000000000000e+03,2.355000000000000000e+03,2.347230000000000000e+05
1.292130000000000000e+05,1.846000000000000000e+03,1.766000000000000000e+03,2.353000000000000000e+03,2.346960000000000000e+05
1.292330000000000000e+05,1.840000000000000000e+03,1.766000000000000000e+03,2.351000000000000000e+03,2.345700000000000000e+05
1.292530000000000000e+05,1.842000000000000000e+03,1.758000000000000000e+03,2.355000000000000000e+03,2.341920000000000000e+05
1.292730000000000000e+05,1.845000000000000000e+03,1.763000000000000000e+03,2.351000000000000000e+03,2.337620000000000000e+05
1.292930000000000000e+05,1.840000000000000000e+03,1.763000000000000000e+03,2.352000000000000000e+03,2.334440000000000000e+05
1.293130000000000000e+05,1.842000000000000000e+03,1.759000000000000000e+03,2.353000000000000000e+03,2.333840000000000000e+05
1.293330000000000000e+05,1.842000000000000000e+03,1.763000000000000000e+03,2.351000000000000000e+03,2.334520000000000000e+05
1.293530000000000000e+05,1.843000000000000000e+03,1.763000000000000000e+03,2.358000000000000000e+03,2.335640000000000000e+05
1.293730000000000000e+05,1.843000000000000000e+03,1.762000000000000000e+03,2.352000000000000000e+03,2.336790000000000000e+05
1.293930000000000000e+05,1.846000000000000000e+03,1.769000000000000000e+03,2.353000000000000000e+03,2.337580000000000000e+05
1.294130000000000000e+05,1.843000000000000000e+03,1.762000000000000000e+03,2.349000000000000000e+03,2.337710000000000000e+05
1.294330000000000000e+05,1.843000000000000000e+03,1.765000000000000000e+03,2.351000000000000000e+03,2.337960000000000000e+05
1.294530000000000000e+05,1.844000000000000000e+03,1.763000000000000000e+03,2.352000000000000000e+03,2.337690000000000000e+05
1.294730000000000000e+05,1.847000000000000000e+03,1.762000000000000000e+03,2.351000000000000000e+03,2.337800000000000000e+05
1.294930000000000000e+05,1.840000000000000000e+03,1.760000000000000000e+03,2.352000000000000000e+03,2.338400000000000000e+05
1.295130000000000000e+05,1.845000000000000000e+03,1.766000000000000000e+03,2.352000000000000000e+03,2.338910000000000000e+05
1.295330000000000000e+05,1.843000000000000000e+03,1.766000000000000000e+03,2.355000000000000000e+03,2.339720000000000000e+05
1.295530000000000000e+05,1.843000000000000000e+03,1.766000000000000000e+03,2.352000000000000000e+03,2.339970000000000000e+05
1.295730000000000000e+05,1.846000000000000000e+03,1.762000000000000000e+03,2.350000000000000000e+03,2.340170000000000000e+05
1.295920000000000000e+05,1.843000000000000000e+03,1.763000000000000000e+03,2.355000000000000000e+03,2.340090000000000000e+05
1.296120000000000000e+05,1.841000000000000000e+03,1.760000000000000000e+03,2.353000000000000000e+03,2.340420000000000000e+05
1.296320000000000000e+05,1.841000000000000000e+03,1.767000000000000000e+03,2.352000000000000000e+03,2.340840000000000000e+05
1.296520000000000000e+05,1.845000000000000000e+03,1.766000000000000000e+03,2.352000000000000000e+03,2.341010000000000000e+05
1.296720000000000000e+05,1.842000000000000000e+03,1.766000000000000000e+03,2.355000000000000000e+03,2.341600000000000000e+05
1.296920000000000000e+05,1.843000000000000000e+03,1.765000000000000000e+03,2.352000000000000000e+03,2.342360000000000000e+05
1.297120000000000000e+05,1.849000000000000000e+03,1.763000000000000000e+03,2.331000000000000000e+03,2.343050000000000000e+05
1.297320000000000000e+05,1.844000000000000000e+03,1.767000000000000000e+03,2.352000000000000000e+03,2.343420000000000000e+05
1.297520000000000000e+05,1.845000000000000000e+03,1.762000000000000000e+03,2.351000000000000000e+03,2.343770000000000000e+05
1.297720000000000000e+05,1.845000000000000000e+03,1.762000000000000000e+03,2.353000000000000000e+03,2.344030000000000000e+05
1.297920000000000000e+05,1.846000000000000000e+03,1.743000000000000000e+03,2.351000000000000000e+03,2.344310000000000000e+05
1.298120000000000000e+05,1.843000000000000000e+03,1.763000000000000000e+03,2.354000000000000000e+03,2.344470000000000000e+05
1.298320000000000000e+05,1.841000000000000000e+03,1.758000000000000000e+03,2.352000000000000000e+03,2.344630000000000000e+05
1.298520000000000000e+05,1.840000000000000000e+03,1.766000000000000000e+03,2.353000000000000000e+03,2.344840000000000000e+05
1.298720000000000000e+05,1.845000000000000000e+03,1.765000000000000000e+03,2.351000000000000000e+03,2.345360000000000000e+05
1.298920000000000000e+05,1.843000000000000000e+03,1.766000000000000000e+03,2.352000000000000000e+03,2.345800000000000000e+05
1.299120000000000000e+05,1.843000000000000000e+03,1.766000000000000000e+03,2.350000000000000000e+03,2.346250000000000000e+05
1.299320000000000000e+05,1.841000000000000000e+03,1.767000000000000000e+03,2.351000000000000000e+03,2.346840000000000000e+05
1.299520000000000000e+05,1.845000000000000000e+03,1.765000000000000000e+03,2.350000000000000000e+03,2.347390000000000000e+05
1.299720000000000000e+05,1.842000000000000000e+03,1.763000000000000000e+03,2.353000000000000000e+03,2.347920000000000000e+05
1.299920000000000000e+05,1.845000000000000000e+03,1.773000000000000000e+03,2.351000000000000000e+03,2.348210000000000000e+05
1.300120000000000000e+05,1.846000000000000000e+03,1.762000000000000000e+03,2.352000000000000000e+03,2.348290000000000000e+05
1.300320000000000000e+05,1.841000000000000000e+03,1.759000000000000000e+03,2.355000000000000000e+03,2.347560000000000000e+05
1.300520000000000000e+05,1.841000000000000000e+03,1.766000000000000000e+03,2.353000000000000000e+03,2.345030000000000000e+05
1.300720000000000000e+05,1.841000000000000000e+03,1.766000000000000000e+03,2.350000000000000000e+03,2.340890000000000000e+05
1.300920000000000000e+05,1.842000000000000000e+03,1.764000000000000000e+03,2.352000000000000000e+03,2.338080000000000000e+05
1.301120000000000000e+05,1.844000000000000000e+03,1.766000000000000000e+03,2.352000000000000000e+03,2.337050000000000000e+05
1.301320000000000000e+05,1.845000000000000000e+03,1.761000000000000000e+03,2.347000000000000000e+03,2.336820000000000000e+05
1.301520000000000000e+05,1.845000000000000000e+03,1.763000000000000000e+03,2.350000000000000000e+03,2.337640000000000000e+05
1.301720000000000000e+05,1.845000000000000000e+03,1.763000000000000000e+03,2.352000000000000000e+03,2.337940000000000000e+05
1.301920000000000000e+05,1.843000000000000000e+03,1.765000000000000000e+03,2.349000000000000000e+03,2.338530000000000000e+05
1.302120000000000000e+05,1.845000000000000000e+03,1.763000000000000000e+03,2.351000000000000000e+03,2.338740000000000000e+05
1.302320000000000000e+05,1.841000000000000000e+03,1.767000000000000000e+03,2.347000000000000000e+03,2.338590000000000000e+05
1.302520000000000000e+05,1.847000000000000000e+03,1.763000000000000000e+03,2.352000000000000000e+03,2.338340000000000000e+05
1.302720000000000000e+05,1.842000000000000000e+03,1.762000000000000000e+03,2.351000000000000000e+03,2.338500000000000000e+05
1.302920000000000000e+05,1.845000000000000000e+03,1.763000000000000000e+03,2.349000000000000000e+03,2.339140000000000000e+05
1.303120000000000000e+05,1.840000000000000000e+03,1.766000000000000000e+03,2.357000000000000000e+03,2.339980000000000000e+05
1.303320000000000000e+05,1.844000000000000000e+03,1.759000000000000000e+03,2.355000000000000000e+03,2.340520000000000000e+05
1.303510000000000000e+05,1.843000000000000000e+03,1.764000000000000000e+03,2.351000000000000000e+03,2.340770000000000000e+05
1.303710000000000000e+05,1.847000000000000000e+03,1.761000000000000000e+03,2.351000000000000000e+03,2.340870000000000000e+05
1.303910000000000000e+05,1.840000000000000000e+03,1.769000000000000000e+03,2.352000000000000000e+03,2.340740000000000000e+05
1.304110000000000000e+05,1.842000000000000000e+03,1.765000000000000000e+03,2.352000000000000000e+03,2.340630000000000000e+05
1.304310000000000000e+05,1.850000000000000000e+03,1.766000000000000000e+03,2.352000000000000000e+03,2.340760000000000000e+05
